name,areaType,id,country
Port La Nouvelle,Port,5358fc78b68ca120a07dbb94,France
Mormugao,Port,5358fc78b68ca120a07dbb37,India
Tunis,Port,5358fc78b68ca120a07dbbb2,Tunisia
San Nicolas - Aruba,Port,5358fc78b68ca120a07dbbd3,Aruba
Puertos de Tenerife,Port,5358fc78b68ca120a07dbbd5,Spain
Sasebo,Port,5358fc78b68ca120a07dbbda,Japan
Boulogne-sur-Mer,Port,5358fc78b68ca120a07dba06,France
Venezia,Port,5358fc78b68ca120a07dbcd6,Italy
Anzali,Port,5358fc78b68ca120a07db9cc,Iran
Port Moresby,Port,5358fc78b68ca120a07dbb96,PapuaNewGuinea
Astrakhan,Port,5358fc78b68ca120a07db9d5,Russia
Santander,Port,5358fc78b68ca120a07dbbd7,Spain
Port St Louis du Rhone,Port,5358fc78b68ca120a07dbb9a,France
Pensacola,Port,5358fc78b68ca120a07dbb7c,UnitedStates
Puerto Cabello,Port,5358fc78b68ca120a07dbba7,Venezuela
Portland,Port,5358fc78b68ca120a07dbb9d,UnitedStates
Savannah,Port,5358fc78b68ca120a07dbbdc,UnitedStates
Port Everglades,Port,5358fc78b68ca120a07dbb8d,UnitedStates
Sekupang- Batam,Port,5358fc78b68ca120a07dbbde,Indonesia
Omisalj,Port,5358fc78b68ca120a07dbb61,Croatia
Balikpapan,Port,5358fc78b68ca120a07db9dc,Indonesia
Bedi Bunder,Port,5358fc78b68ca120a07db9f2,India
Prince Rupert Port,Port,5358fc78b68ca120a07dbba4,Canada
Batangas. Luzon,Port,5358fc78b68ca120a07db9ea,Philippines
Bilbao,Port,5358fc78b68ca120a07dba00,Spain
Ningbo,Port,5358fc78b68ca120a07db9f4,China
Port Louis - Mauritius,Port,5358fc78b68ca120a07dbb95,Mauritius
San Antonio,Port,5358fc78b68ca120a07dbbd0,Chile
Puerto Quetzal,Port,5358fc78b68ca120a07dbbaa,Guatemala
Salerno,Port,5358fc78b68ca120a07dbbce,Italy
Aspervika,Port,5358fc78b68ca120a07dbbd4,Norway
Muroran,Port,5358fc78b68ca120a07dbb3c,Japan
Port Fourchon,Port,5358fc78b68ca120a07dbb8e,UnitedStates
Port Hawkesbury,Port,5358fc78b68ca120a07dbb91,Canada
Havre Aubert,Port,5358fc77b68ca120a07dab55,Canada
Angra do Heroismo,Port,5358fc77b68ca120a07dab5a,Portugal
Biringkasi,Port,5358fc77b68ca120a07dab90,Indonesia
Fort Smith,Port,5358fc77b68ca120a07dac5c,UnitedStates
Fomboni,Port,5358fc77b68ca120a07dac5a,Comoros
Gran Tarajal Harbor,Port,5358fc77b68ca120a07dac6c,Spain
Ambriz,Port,5358fc77b68ca120a07dab54,Angola
Hound Point Marine Terminal,Port,5358fc77b68ca120a07dac3f,UnitedKingdom
Florence,Port,5358fc77b68ca120a07dac57,UnitedStates
Dalvik,Port,5358fc77b68ca120a07dac23,Iceland
Ampenan,Port,5358fc77b68ca120a07dab58,Indonesia
Black River,Port,5358fc77b68ca120a07dab91,Jamaica
Graemsay Pier,Port,5358fc77b68ca120a07dac6b,UnitedKingdom
Findhorn Harbor,Port,5358fc77b68ca120a07dac55,UnitedKingdom
Agioi Theodoroi,Port,5358fc77b68ca120a07dab45,Greece
Felton,Port,5358fc77b68ca120a07dac54,Cuba
Easter Island,Port,5358fc77b68ca120a07dac38,Chile
Dapa,Port,5358fc77b68ca120a07dac27,Philippines
Currie,Port,5358fc77b68ca120a07dac1e,Australia
Cutler Harbor,Port,5358fc77b68ca120a07dac20,UnitedStates
Garrucha,Port,5358fc77b68ca120a07dac62,Spain
Amamapare,Port,5358fc77b68ca120a07dab53,Indonesia
Skaill Pier,Port,5358fc77b68ca120a07dac40,UnitedKingdom
Dover Harbor,Port,5358fc77b68ca120a07dac2f,Australia
Amory,Port,5358fc77b68ca120a07dab57,UnitedStates
Currimao,Port,5358fc77b68ca120a07dac1f,Philippines
Gudhjem Havne,Port,5358fc77b68ca120a07dac79,Denmark
Danao Escalante,Port,5358fc77b68ca120a07dac25,Philippines
Backaland Pier,Port,5358fc77b68ca120a07dac3d,UnitedKingdom
Alliford Bay,Port,5358fc77b68ca120a07dab50,Canada
Alleppey,Port,5358fc77b68ca120a07dab4f,India
Dumaguit,Port,5358fc77b68ca120a07dac33,Philippines
Balao Terminal Esmeraldas,Port,5358fc77b68ca120a07dac4b,Ecuador
Queen Elizabeth II Dock,Port,5358fc77b68ca120a07dac39,UnitedKingdom
Guayabal,Port,5358fc77b68ca120a07dac78,Cuba
Gopalpur,Port,5358fc77b68ca120a07dac6a,India
Hollis Harbor,Port,5358fc77b68ca120a07dac90,UnitedStates
Tepre Terminal,Port,5358fc77b68ca120a07dac4c,Ecuador
Bevill-Hook Port,Port,5358fc77b68ca120a07dab4d,UnitedStates
Bonnieres sur Seine,Port,5358fc77b68ca120a07dab9b,France
Dzerzhinsk,Port,5358fc77b68ca120a07dac37,Russia
Grassy,Port,5358fc77b68ca120a07dac6f,Australia
Bheemunipatnam,Port,5358fc77b68ca120a07dab8c,India
Exmouth,Port,5358fc77b68ca120a07dac4f,Australia
Mississippi County,Port,5358fc77b68ca120a07dac2e,UnitedStates
Allardyce Harbour,Port,5358fc77b68ca120a07dab4e,SolomonIslands
Benidorm,Port,5358fc77b68ca120a07dab88,Spain
Aguadilla,Port,5358fc77b68ca120a07dab46,PuertoRico
Demopolis,Port,5358fc77b68ca120a07dac29,UnitedStates
Fox,Port,5358fc77b68ca120a07dac5d,FalklandIslands
Funafuti,Port,5358fc77b68ca120a07dac5f,Tuvalu
Eufaula,Port,5358fc77b68ca120a07dac4e,UnitedStates
Allyn,Port,5358fc77b68ca120a07dab51,UnitedStates
Dahanu,Port,5358fc77b68ca120a07dac21,India
Finstown Amenity Slipway,Port,5358fc77b68ca120a07dac56,UnitedKingdom
Fair Isle Harbour,Port,5358fc77b68ca120a07dac52,UnitedKingdom
Echuca,Port,5358fc77b68ca120a07dac3c,Australia
Adak,Port,5358fc77b68ca120a07dab44,UnitedStates
Bintuni,Port,5358fc77b68ca120a07dab8f,Indonesia
Eastport,Port,5358fc77b68ca120a07dac3a,UnitedStates
El Palito,Port,5358fc77b68ca120a07dac43,Venezuela
Gebe Island,Port,5358fc77b68ca120a07dac63,Indonesia
Aitape,Port,5358fc77b68ca120a07dab4a,PapuaNewGuinea
Drummore,Port,5358fc77b68ca120a07dac32,UnitedKingdom
Duncannon Harbor,Port,5358fc77b68ca120a07dac35,Ireland
Hals Havn,Port,5358fc77b68ca120a07dac80,Denmark
Sa Dec,Port,5358fc77b68ca120a07dac2d,Vietnam
Doverodde Lystbadehavn,Port,5358fc77b68ca120a07dac30,Denmark
Inverkeithing Harbor,Port,5358fc77b68ca120a07dac9b,UnitedKingdom
Ilo,Port,5358fc77b68ca120a07dac97,Peru
Grytviken,Port,5358fc77b68ca120a07dac75,UnitedKingdom
Kingscote,Port,5358fc77b68ca120a07dacb9,Australia
Johnshaven Harbour,Port,5358fc77b68ca120a07daca5,UnitedKingdom
Iskenderun,Port,5358fc77b68ca120a07db299,Turkey
Jakhau,Port,5358fc77b68ca120a07db2b2,India
Lochaline,Port,5358fc77b68ca120a07db3e3,UnitedKingdom
Imperia,Port,5358fc77b68ca120a07db285,Italy
Minamisatsuma Harbor,Port,5358fc77b68ca120a07db48e,Japan
Iyo Harbor,Port,5358fc77b68ca120a07db2a8,Japan
Isabel,Port,5358fc77b68ca120a07db294,Philippines
Nea Arkaki,Port,5358fc77b68ca120a07db50a,Greece
Nekso,Port,5358fc77b68ca120a07db510,Denmark
Novosibirsk,Port,5358fc77b68ca120a07db549,Russia
Oda Harbor,Port,5358fc77b68ca120a07db563,Japan
Cadiz bay,Port,5358fc78b68ca120a07dba10,Spain
Nynashamn,Port,5358fc77b68ca120a07db557,Sweden
Oskarshamn,Port,5358fc77b68ca120a07db58e,Sweden
Daru,Port,5358fc77b68ca120a07dac28,PapuaNewGuinea
Fakaofo Harbor,Port,5358fc77b68ca120a07dac53,NewZealand
Gold River,Port,5358fc77b68ca120a07dac68,Canada
Gunung Sitoli,Port,5358fc77b68ca120a07dac7c,Indonesia
Guamare Oil Terminal,Port,5358fc77b68ca120a07dac77,Brazil
Ile Rousse,Port,5358fc77b68ca120a07db27d,France
Kaunakakai Harbor. Molokai,Port,5358fc77b68ca120a07dacb0,UnitedStates
Itea,Port,5358fc77b68ca120a07db2a0,Greece
Miyazu,Port,5358fc77b68ca120a07db49f,Japan
Izu Oshima Harbor,Port,5358fc77b68ca120a07db2ac,Japan
Inebolu,Port,5358fc77b68ca120a07db286,Turkey
Ito Harbor,Port,5358fc77b68ca120a07db2a2,Japan
Inkoo,Port,5358fc77b68ca120a07db288,Finland
Peninsula,Port,5358fc77b68ca120a07db560,UnitedStates
Omis,Port,5358fc77b68ca120a07db578,Croatia
Neskaupstadur,Port,5358fc77b68ca120a07db512,Iceland
Nordenham,Port,5358fc77b68ca120a07db53e,Germany
Drift River Marine Terminal,Port,5358fc77b68ca120a07dac31,UnitedStates
Garlieston Harbor,Port,5358fc77b68ca120a07dac61,UnitedKingdom
Kasargode,Port,5358fc77b68ca120a07dacad,India
Kangilinnguit,Port,5358fc77b68ca120a07dacab,Greenland
La Have Harbor,Port,5358fc77b68ca120a07dacce,Canada
Las Mareas,Port,5358fc77b68ca120a07dace2,PuertoRico
Haukipudas,Port,5358fc77b68ca120a07db22c,Finland
Misawa Harbor,Port,5358fc77b68ca120a07db496,Japan
Ilheus,Port,5358fc77b68ca120a07db27f,Brazil
Lixouri,Port,5358fc77b68ca120a07db3e1,Greece
Neiafu (Vavau),Port,5358fc77b68ca120a07db50f,Tonga
New Johnsonville,Port,5358fc77b68ca120a07db51a,UnitedStates
Olafsfjordur Harbor,Port,5358fc77b68ca120a07db571,Iceland
Ocho Rios,Port,5358fc77b68ca120a07db562,Jamaica
Orkanger,Port,5358fc77b68ca120a07db587,Norway
Degrad des Cannes,Port,5358fc78b68ca120a07dba1d,FrenchGuiana
Eyemouth,Port,5358fc77b68ca120a07dac50,UnitedKingdom
Erawan Terminal,Port,5358fc77b68ca120a07dac4a,Thailand
Henderson County Riverport,Port,5358fc77b68ca120a07dac8b,UnitedStates
Johnston Atoll,Port,5358fc77b68ca120a07daca6,UnitedStates
Kaumalapau Harbor. Lanai,Port,5358fc77b68ca120a07dacaf,UnitedStates
Kolomna,Port,5358fc77b68ca120a07dacc2,Russia
Kouaoua,Port,5358fc77b68ca120a07dacc5,NewCaledonia
Isola delle Femmine Harbor,Port,5358fc77b68ca120a07dac9f,Italy
Ilulissat,Port,5358fc77b68ca120a07db281,Greenland
Onitsha,Port,5358fc77b68ca120a07dad5c,Nigeria
Nouakchott,Port,5358fc77b68ca120a07dad55,Mauritania
North Ronaldsay Pier,Port,5358fc77b68ca120a07dad51,UnitedKingdom
Langor Havn,Port,5358fc77b68ca120a07dacdd,Denmark
New Plymouth - Port Taranaki,Port,5358fc77b68ca120a07db51c,NewZealand
Novgorod,Port,5358fc77b68ca120a07db547,Russia
Nome,Port,5358fc77b68ca120a07db53c,UnitedStates
Oktyabrsk,Port,5358fc77b68ca120a07db570,Ukraine
Onehunga,Port,5358fc77b68ca120a07db57f,NewZealand
Hannoversch Munden,Port,5358fc77b68ca120a07dac84,Germany
Hantsport Harbor,Port,5358fc77b68ca120a07dac85,Canada
Heron Bay,Port,5358fc77b68ca120a07dac8c,Canada
Jose Ignacio,Port,5358fc77b68ca120a07daca8,Uruguay
Kirkcudbright Harbor,Port,5358fc77b68ca120a07dacba,UnitedKingdom
Horta,Port,5358fc77b68ca120a07dac93,Portugal
Ingles,Port,5358fc77b68ca120a07dac99,CapeVerde
Killala Harbour,Port,5358fc77b68ca120a07dacb6,Ireland
Las Salinas,Port,5358fc77b68ca120a07dace3,Chile
Iraklion,Port,5358fc77b68ca120a07db28f,Greece
La Paloma,Port,5358fc77b68ca120a07dacd1,Uruguay
La Playa de Arguineguin,Port,5358fc77b68ca120a07dacd3,Spain
Out Skerries Harbour,Port,5358fc77b68ca120a07dad61,UnitedKingdom
Ordu,Port,5358fc77b68ca120a07dad5d,Turkey
Plomin,Port,5358fc77b68ca120a07dad87,Croatia
Izumi Harbor,Port,5358fc77b68ca120a07db2ae,Japan
Minneapolis,Port,5358fc77b68ca120a07db493,UnitedStates
Newport,Port,5358fc77b68ca120a07db525,UnitedKingdom
Nashville,Port,5358fc77b68ca120a07db4ff,UnitedStates
Nishtun,Port,5358fc77b68ca120a07db534,Yemen
Nikiski,Port,5358fc77b68ca120a07db532,UnitedStates
Nuevitas,Port,5358fc77b68ca120a07db54d,Cuba
Donghae,Port,5358fc78b68ca120a07dba48,SouthKorea
Drammen,Port,5358fc78b68ca120a07dba4d,Norway
El Segundo Off-Shore Oil Terminal Chevron,Port,5358fc77b68ca120a07dac44,UnitedStates
Nantes,Port,5358fc77b68ca120a07dac87,France
Havoysund,Port,5358fc77b68ca120a07db230,Norway
Kumul Marine Terminal,Port,5358fc77b68ca120a07dacca,PapuaNewGuinea
Noro,Port,5358fc77b68ca120a07dad4f,SolomonIslands
Hefei,Port,5358fc77b68ca120a07db233,China
Jayapura,Port,5358fc77b68ca120a07db2b5,Indonesia
Lautoka,Port,5358fc77b68ca120a07dace4,Fiji
Minamisanriku Harbor,Port,5358fc77b68ca120a07db48d,Japan
Kollam,Port,5358fc77b68ca120a07db50e,India
Neah Bay Harbor,Port,5358fc77b68ca120a07db50b,UnitedStates
Herbaudiere,Port,5358fc77b68ca120a07db53b,France
Nizhnevartovsk,Port,5358fc77b68ca120a07db537,Russia
New Glasgow and Trenton Harbor,Port,5358fc77b68ca120a07db517,Canada
Nobeoka Harbor,Port,5358fc77b68ca120a07db53a,Japan
Orth,Port,5358fc77b68ca120a07db58b,Germany
Douala,Port,5358fc78b68ca120a07dba4c,Cameroon
Obama Harbor,Port,5358fc77b68ca120a07db55b,Japan
Jinshi,Port,5358fc77b68ca120a07daca4,China
Fort Bragg,Port,5358fc77b68ca120a07dac5b,UnitedStates
Bahia Gregorio- Puerto sara,Port,5358fc77b68ca120a07dac71,Chile
Derby,Port,5358fc77b68ca120a07dac2a,Australia
Jucaro,Port,5358fc77b68ca120a07daca9,Cuba
Hammer Havn,Port,5358fc77b68ca120a07dac82,Denmark
Hickman Riverport,Port,5358fc77b68ca120a07dac8d,UnitedStates
Isabela de Sagua,Port,5358fc77b68ca120a07dac9d,Cuba
Houton,Port,5358fc77b68ca120a07dac94,UnitedKingdom
Knightstone Harbour,Port,5358fc77b68ca120a07dacbd,UnitedKingdom
Knightstown Harbor,Port,5358fc77b68ca120a07dacbe,Ireland
Ventry Harbor,Port,5358fc77b68ca120a07dacb5,Ireland
Havre St Pierre,Port,5358fc77b68ca120a07db231,Canada
Le Larivot,Port,5358fc77b68ca120a07dace5,FrenchGuiana
Puerto de Las Galletas,Port,5358fc77b68ca120a07dace1,Spain
Oirase Harbor,Port,5358fc77b68ca120a07dad5b,Japan
Ocean Cay,Port,5358fc77b68ca120a07dad59,Bahamas
Norwich Harbor,Port,5358fc77b68ca120a07dad53,UnitedStates
Irkutsk,Port,5358fc77b68ca120a07db291,Russia
La Pampilla Terminal,Port,5358fc77b68ca120a07dacd2,Peru
Miura Harbor,Port,5358fc77b68ca120a07db49d,Japan
Larena,Port,5358fc77b68ca120a07dacdf,Philippines
Ilwaco,Port,5358fc77b68ca120a07db282,UnitedStates
Iquique,Port,5358fc77b68ca120a07db28e,Chile
North Cape May Terminal,Port,5358fc77b68ca120a07db541,UnitedStates
Miyako,Port,5358fc77b68ca120a07db49e,Japan
Newburyport Harbor,Port,5358fc77b68ca120a07db51f,UnitedStates
Nice,Port,5358fc77b68ca120a07db52b,France
Newcastle upon Tyne,Port,5358fc77b68ca120a07db521,UnitedKingdom
Aburatsu Port,Port,5358fc77b68ca120a07db52c,Japan
Niijima Harbor,Port,5358fc77b68ca120a07db52f,Japan
Nizampatnam,Port,5358fc77b68ca120a07db536,India
New Holland,Port,5358fc77b68ca120a07db518,UnitedKingdom
Iberia,Port,5358fc77b68ca120a07db519,UnitedStates
Ominato Harbor,Port,5358fc77b68ca120a07db577,Japan
Niva Havn,Port,5358fc77b68ca120a07db535,Denmark
Nykobing Mors,Port,5358fc77b68ca120a07db555,Denmark
Okitsu,Port,5358fc77b68ca120a07db56f,Japan
Olhao,Port,5358fc77b68ca120a07db576,Portugal
Orange,Port,5358fc77b68ca120a07db582,UnitedStates
Osterby Havn,Port,5358fc77b68ca120a07db591,Denmark
Nueva Gerona,Port,5358fc77b68ca120a07db54b,Cuba
Da Nang,Port,5358fc78b68ca120a07dba3a,Vietnam
Epes,Port,5358fc77b68ca120a07dac49,UnitedStates
Eling Harbor,Port,5358fc77b68ca120a07dac46,UnitedKingdom
Kaituma,Port,5358fc77b68ca120a07dacaa,Guyana
Kavieng,Port,5358fc77b68ca120a07dacb1,PapuaNewGuinea
Jimenez,Port,5358fc77b68ca120a07daca3,Philippines
La Palma,Port,5358fc77b68ca120a07dacd0,Panama
Porto Ottiolu,Port,5358fc77b68ca120a07dad60,Italy
Lamlash Ferry Landing,Port,5358fc77b68ca120a07dacdb,UnitedKingdom
Iona Harbour,Port,5358fc77b68ca120a07db28c,Canada
Puerto de la Restinga,Port,5358fc77b68ca120a07dacd5,Spain
Northeast Harbor,Port,5358fc77b68ca120a07dad52,UnitedStates
Naoshima,Port,5358fc77b68ca120a07db4fb,Japan
Isaccea,Port,5358fc77b68ca120a07db295,Romania
Nasva Harbor,Port,5358fc77b68ca120a07db502,Estonia
Naryan-Mar,Port,5358fc77b68ca120a07db4fe,Russia
Nattraby,Port,5358fc77b68ca120a07db505,Sweden
Newhaven Harbour,Port,5358fc77b68ca120a07db522,UnitedKingdom
Ontonagon,Port,5358fc77b68ca120a07db580,UnitedStates
Cartagena,Port,5358fc78b68ca120a07dba1b,Spain
Erie,Port,5358fc78b68ca120a07dba5c,UnitedStates
Nuremberg,Port,5358fc77b68ca120a07db551,Germany
Figueira Da Foz,Port,5358fc78b68ca120a07dba67,Portugal
Hornafjordur,Port,5358fc77b68ca120a07dac92,Iceland
Grand Haven Harbur,Port,5358fc77b68ca120a07dac6e,UnitedStates
Kuala Langsa,Port,5358fc77b68ca120a07dacc9,Indonesia
Knudson Cove Harbor,Port,5358fc77b68ca120a07dacc1,UnitedStates
Kwajalein,Port,5358fc77b68ca120a07daccc,MarshallIslands
Kourou,Port,5358fc77b68ca120a07dacc6,FrenchGuiana
Isnas,Port,5358fc77b68ca120a07db29d,Finland
Ithaki,Port,5358fc77b68ca120a07db2a1,Greece
Littlehampton,Port,5358fc77b68ca120a07db3df,UnitedKingdom
Graciosa,Port,5358fc77b68ca120a07dacd6,Portugal
Nigg Oil Terminal,Port,5358fc77b68ca120a07db52e,UnitedKingdom
Nicaro,Port,5358fc77b68ca120a07db52a,Cuba
Oddesund Havn,Port,5358fc77b68ca120a07db567,Denmark
New Ross,Port,5358fc77b68ca120a07db51d,Ireland
Corinto,Port,5358fc78b68ca120a07dba34,Nicaragua
Dublin,Port,5358fc78b68ca120a07dba50,Ireland
Hannibal,Port,5358fc77b68ca120a07dac83,UnitedStates
Djeno Terminal,Port,5358fc77b68ca120a07dac2c,RepublicOfTheCongo
Flotta,Port,5358fc77b68ca120a07dac58,UnitedKingdom
Dansk Salts Havn,Port,5358fc77b68ca120a07dac26,Denmark
Frenchboro Harbor,Port,5358fc77b68ca120a07dac5e,UnitedStates
Gilimanuk,Port,5358fc77b68ca120a07dac67,Indonesia
Helligpeder Havn,Port,5358fc77b68ca120a07dac8a,Denmark
Kirkibost,Port,5358fc77b68ca120a07dacbb,UnitedKingdom
Koolan Island,Port,5358fc77b68ca120a07dacc4,Australia
Irtyshskiy,Port,5358fc77b68ca120a07db292,Russia
Itoigawa Harbor,Port,5358fc77b68ca120a07db2a3,Japan
Porto D'Ischia,Port,5358fc77b68ca120a07db297,Italy
Leahill Quarry Harbor,Port,5358fc77b68ca120a07dace6,Ireland
Isla San Marcos,Port,5358fc77b68ca120a07db29a,Mexico
Minamiawaji Harbor,Port,5358fc77b68ca120a07db48b,Japan
Narsaq,Port,5358fc77b68ca120a07db4fc,Greenland
Jacmel,Port,5358fc77b68ca120a07db2b0,Haiti
Port Irene,Port,5358fc77b68ca120a07db290,Philippines
Iqaluit Harbor,Port,5358fc77b68ca120a07db28d,Canada
Ny-Alesund,Port,5358fc77b68ca120a07dad58,Norway
Neustadt,Port,5358fc77b68ca120a07db514,Germany
New Madrid County Port,Port,5358fc77b68ca120a07db51b,UnitedStates
Ogdensburg,Port,5358fc77b68ca120a07db56a,UnitedStates
Odda,Port,5358fc77b68ca120a07db565,Norway
Norrsundet,Port,5358fc77b68ca120a07db540,Sweden
Gustavia,Port,5358fc77b68ca120a07dac7d,Saint Barthelemy
Kasaan Harbor,Port,5358fc77b68ca120a07dacac,UnitedStates
Port Itawamba,Port,5358fc77b68ca120a07daca1,UnitedStates
Huacho,Port,5358fc77b68ca120a07dac95,Peru
Laguna,Port,5358fc77b68ca120a07dacd7,Brazil
Klein Point,Port,5358fc77b68ca120a07dacbc,Australia
Havelberg,Port,5358fc77b68ca120a07db22d,Germany
Ishigaki,Port,5358fc77b68ca120a07db298,Japan
Nanterre,Port,5358fc77b68ca120a07db4f9,France
Misumi,Port,5358fc77b68ca120a07db498,Japan
Puerto de Javea,Port,5358fc77b68ca120a07db2b4,Spain
Nawiliwili Harbor. Kauai,Port,5358fc77b68ca120a07db508,UnitedStates
Newport,Port,5358fc77b68ca120a07db526,UnitedStates
Nikaho Harbor,Port,5358fc77b68ca120a07db531,Japan
Oldersum,Port,5358fc77b68ca120a07db574,Germany
Numazu harbour,Port,5358fc77b68ca120a07db54f,Japan
Chemainus,Port,5358fc78b68ca120a07dba22,Canada
Orjaku Harbour,Port,5358fc77b68ca120a07db586,Estonia
Innisfail Marina,Port,5358fc77b68ca120a07dac9a,Australia
Grand Bank Harbour,Port,5358fc77b68ca120a07dac6d,Canada
Huasco,Port,5358fc77b68ca120a07dac76,Chile
Gustavus Harbor,Port,5358fc77b68ca120a07dac7e,UnitedStates
Goose Bay Harbor,Port,5358fc77b68ca120a07dac69,Canada
Eddyville Riverport,Port,5358fc77b68ca120a07dac3e,UnitedStates
Isaac's Harbour,Port,5358fc77b68ca120a07dac9c,Canada
Lahaina Harbor. Maui,Port,5358fc77b68ca120a07dacd8,UnitedStates
Knoxville,Port,5358fc77b68ca120a07dacc0,UnitedStates
Puerto de La Puntilla,Port,5358fc77b68ca120a07dacd4,Spain
Lanxi,Port,5358fc77b68ca120a07dacde,China
Nishinoomote Harbor,Port,5358fc77b68ca120a07db533,Japan
Odden Havn,Port,5358fc77b68ca120a07db566,Denmark
Falmouth,Port,5358fc78b68ca120a07dba64,UnitedKingdom
Puertod de El Chorrillo,Port,5358fc77b68ca120a07dac42,Spain
El Bluff Port,Port,5358fc77b68ca120a07dac41,Nicaragua
Elmina,Port,5358fc77b68ca120a07dac47,Ghana
Isabela Segunda,Port,5358fc77b68ca120a07dac9e,PuertoRico
Port Guidel,Port,5358fc77b68ca120a07dac7a,France
Eten,Port,5358fc77b68ca120a07dac4d,Peru
Jonesport Harbor,Port,5358fc77b68ca120a07daca7,UnitedStates
Dunbar Harbor,Port,5358fc77b68ca120a07dac34,UnitedKingdom
Kilronan Harbor,Port,5358fc77b68ca120a07dacb7,Ireland
Kempo,Port,5358fc77b68ca120a07dacb2,Indonesia
Kyleakin Harbor,Port,5358fc77b68ca120a07daccd,UnitedKingdom
Orzola Harbor,Port,5358fc77b68ca120a07dad5f,Spain
Isafjordur,Port,5358fc77b68ca120a07db296,Iceland
Lirquen,Port,5358fc77b68ca120a07db3dd,Chile
Izmit,Port,5358fc77b68ca120a07db2aa,Turkey
Nakanoseki,Port,5358fc77b68ca120a07db49a,Japan
Imbituba,Port,5358fc77b68ca120a07db284,Brazil
Lajes Das Flores,Port,5358fc77b68ca120a07dacd9,Portugal
Newburgh Harbor,Port,5358fc77b68ca120a07dad4d,UnitedKingdom
Havneby Havn,Port,5358fc77b68ca120a07db22e,Denmark
Nantucket Harbor,Port,5358fc77b68ca120a07db4fa,UnitedStates
Honningsvag,Port,5358fc77b68ca120a07db53f,Norway
Nunukan,Port,5358fc77b68ca120a07db550,Indonesia
Olga,Port,5358fc77b68ca120a07db575,Russia
Ocean Falls Harbour,Port,5358fc77b68ca120a07db55f,Canada
Ofunato,Port,5358fc77b68ca120a07db569,Japan
Omura Harbor,Port,5358fc77b68ca120a07db57c,Japan
Hill Cove,Port,5358fc77b68ca120a07dac8e,FalklandIslands
George Town,Port,5358fc77b68ca120a07dac64,Australia
Kimbe,Port,5358fc77b68ca120a07dacb8,PapuaNewGuinea
Evry,Port,5358fc77b68ca120a07db13a,France
Iligan,Port,5358fc77b68ca120a07db280,Philippines
Popondetta (Oro Bay),Port,5358fc77b68ca120a07dad5e,PapuaNewGuinea
Natari Harbor,Port,5358fc77b68ca120a07db504,Japan
Nassau,Port,5358fc77b68ca120a07db501,Bahamas
Newburgh,Port,5358fc77b68ca120a07db51e,UnitedStates
Nevelsk,Port,5358fc77b68ca120a07db515,Russia
Nowshahr,Port,5358fc77b68ca120a07db54a,Iran
Nauplia,Port,5358fc77b68ca120a07db506,Greece
Nhulunbuy,Port,5358fc77b68ca120a07db529,Australia
Oak Bluffs Harbor,Port,5358fc77b68ca120a07db559,UnitedStates
Nijmegen,Port,5358fc77b68ca120a07db530,Netherlands
Oakville Harbor,Port,5358fc77b68ca120a07db55a,Canada
Grenivik,Port,5358fc77b68ca120a07dac72,Iceland
Grundartangi,Port,5358fc77b68ca120a07dac74,Iceland
Puerto de Guincho,Port,5358fc77b68ca120a07dac7b,Spain
Honavar,Port,5358fc77b68ca120a07dac91,India
Kettletoft Pier,Port,5358fc77b68ca120a07dacb3,UnitedKingdom
Kieta,Port,5358fc77b68ca120a07dacb4,PapuaNewGuinea
Havnso Havn,Port,5358fc77b68ca120a07db22f,Denmark
Kpeme,Port,5358fc77b68ca120a07dacc7,Togo
Norwich Harbor - UK,Port,5358fc77b68ca120a07dad54,UnitedKingdom
Limay-Porcheville,Port,5358fc77b68ca120a07db3d9,France
Nuweibah,Port,5358fc77b68ca120a07dad57,Egypt
Inverness,Port,5358fc77b68ca120a07db28b,UnitedKingdom
Isle of Whithorn Harbor,Port,5358fc77b68ca120a07db29c,UnitedKingdom
Isumi Harbor,Port,5358fc77b68ca120a07db29e,Japan
Naze,Port,5358fc77b68ca120a07db509,Japan
Nasipit,Port,5358fc77b68ca120a07db500,Philippines
Imagire,Port,5358fc77b68ca120a07db4fd,Japan
New Amsterdam,Port,5358fc77b68ca120a07db516,Guyana
Newport - Oregon,Port,5358fc77b68ca120a07db527,UnitedStates
Noank Harbor,Port,5358fc77b68ca120a07db539,UnitedStates
Nepoui,Port,5358fc77b68ca120a07db511,NewCaledonia
Cagliari,Port,5358fc78b68ca120a07dba12,Italy
Cape Town,Port,5358fc78b68ca120a07dba18,SouthAfrica
Nha Trang Port,Port,5358fc77b68ca120a07db528,Vietnam
Enns,Port,5358fc78b68ca120a07dba59,Austria
Ocean Beach Harbor,Port,5358fc77b68ca120a07db55e,UnitedStates
Nuuk,Port,5358fc77b68ca120a07db552,Greenland
Oban,Port,5358fc77b68ca120a07db55c,UnitedKingdom
Nykobing Falster,Port,5358fc77b68ca120a07db554,Denmark
Elefsina,Port,5358fc78b68ca120a07dba56,Greece
Chenglingji,Port,5358fc78b68ca120a07dba23,China
Drogheda,Port,5358fc78b68ca120a07dba4e,Ireland
Faaborg Havn,Port,5358fc78b68ca120a07dba61,Denmark
Nansha Port,Port,5358fc78b68ca120a07dba89,China
Guayaquil,Port,5358fc78b68ca120a07dba8b,Ecuador
